// Negative examples, including created ones.
advisedby(person68, person123). % Provenance: a randomly generated negative example.
advisedby(person68, person410). % Provenance: a randomly generated negative example.
advisedby(person68, person404). % Provenance: a randomly generated negative example.
advisedby(person68, person130). % Provenance: a randomly generated negative example.
advisedby(person68, person167). % Provenance: a randomly generated negative example.
advisedby(person68, person102). % Provenance: a randomly generated negative example.
advisedby(person68, person375). % Provenance: a randomly generated negative example.
advisedby(person68, person358). % Provenance: a randomly generated negative example.
advisedby(person68, person348). % Provenance: a randomly generated negative example.
advisedby(person68, person142). % Provenance: a randomly generated negative example.
advisedby(person68, person431). % Provenance: a randomly generated negative example.
advisedby(person68, person98). % Provenance: a randomly generated negative example.
advisedby(person68, person115). % Provenance: a randomly generated negative example.
advisedby(person68, person113). % Provenance: a randomly generated negative example.
advisedby(person68, person309). % Provenance: a randomly generated negative example.
advisedby(person68, person5). % Provenance: a randomly generated negative example.
advisedby(person68, person322). % Provenance: a randomly generated negative example.
advisedby(person68, person391). % Provenance: a randomly generated negative example.
advisedby(person68, person324). % Provenance: a randomly generated negative example.
advisedby(person68, person394). % Provenance: a randomly generated negative example.
advisedby(person68, person190). % Provenance: a randomly generated negative example.
advisedby(person68, person140). % Provenance: a randomly generated negative example.
advisedby(person68, person383). % Provenance: a randomly generated negative example.
advisedby(person68, person203). % Provenance: a randomly generated negative example.
advisedby(person68, person376). % Provenance: a randomly generated negative example.
advisedby(person68, person217). % Provenance: a randomly generated negative example.
advisedby(person68, person88). % Provenance: a randomly generated negative example.
advisedby(person68, person378). % Provenance: a randomly generated negative example.
advisedby(person68, person427). % Provenance: a randomly generated negative example.
advisedby(person68, person417). % Provenance: a randomly generated negative example.
advisedby(person68, person105). % Provenance: a randomly generated negative example.
advisedby(person68, person76). % Provenance: a randomly generated negative example.
advisedby(person68, person71). % Provenance: a randomly generated negative example.
advisedby(person68, person107). % Provenance: a randomly generated negative example.
advisedby(person68, person52). % Provenance: a randomly generated negative example.
advisedby(person68, person435). % Provenance: a randomly generated negative example.
advisedby(person68, person343). % Provenance: a randomly generated negative example.
advisedby(person68, person214). % Provenance: a randomly generated negative example.
advisedby(person68, person357). % Provenance: a randomly generated negative example.
advisedby(person68, person131). % Provenance: a randomly generated negative example.
advisedby(person68, person19). % Provenance: a randomly generated negative example.
advisedby(person68, person108). % Provenance: a randomly generated negative example.
advisedby(person68, person149). % Provenance: a randomly generated negative example.
advisedby(person68, person191). % Provenance: a randomly generated negative example.
advisedby(person68, person195). % Provenance: a randomly generated negative example.
advisedby(person68, person58). % Provenance: a randomly generated negative example.
advisedby(person68, person100). % Provenance: a randomly generated negative example.
advisedby(person68, person374). % Provenance: a randomly generated negative example.
advisedby(person68, person206). % Provenance: a randomly generated negative example.
advisedby(person68, person178). % Provenance: a randomly generated negative example.
advisedby(person68, person146). % Provenance: a randomly generated negative example.
advisedby(person68, person41). % Provenance: a randomly generated negative example.
advisedby(person68, person180). % Provenance: a randomly generated negative example.
advisedby(person68, person290). % Provenance: a randomly generated negative example.
advisedby(person68, person99). % Provenance: a randomly generated negative example.
advisedby(person68, person18). % Provenance: a randomly generated negative example.
advisedby(person68, person255). % Provenance: a randomly generated negative example.
advisedby(person68, person328). % Provenance: a randomly generated negative example.
advisedby(person68, person310). % Provenance: a randomly generated negative example.
advisedby(person68, person118). % Provenance: a randomly generated negative example.
advisedby(person68, person235). % Provenance: a randomly generated negative example.
advisedby(person68, person39). % Provenance: a randomly generated negative example.
advisedby(person68, person72). % Provenance: a randomly generated negative example.
advisedby(person68, person398). % Provenance: a randomly generated negative example.
advisedby(person68, person361). % Provenance: a randomly generated negative example.
advisedby(person68, person234). % Provenance: a randomly generated negative example.
advisedby(person68, person390). % Provenance: a randomly generated negative example.
advisedby(person68, person263). % Provenance: a randomly generated negative example.
advisedby(person68, person267). % Provenance: a randomly generated negative example.
advisedby(person68, person325). % Provenance: a randomly generated negative example.
advisedby(person68, person122). % Provenance: a randomly generated negative example.
advisedby(person68, person189). % Provenance: a randomly generated negative example.
advisedby(person68, person277). % Provenance: a randomly generated negative example.
advisedby(person68, person228). % Provenance: a randomly generated negative example.
advisedby(person68, person296). % Provenance: a randomly generated negative example.
advisedby(person68, person67). % Provenance: a randomly generated negative example.
advisedby(person68, person401). % Provenance: a randomly generated negative example.
advisedby(person68, person85). % Provenance: a randomly generated negative example.
advisedby(person68, person172). % Provenance: a randomly generated negative example.
advisedby(person68, person141). % Provenance: a randomly generated negative example.
advisedby(person68, person3). % Provenance: a randomly generated negative example.
advisedby(person68, person298). % Provenance: a randomly generated negative example.
advisedby(person68, person230). % Provenance: a randomly generated negative example.
advisedby(person68, person299). % Provenance: a randomly generated negative example.
advisedby(person68, person241). % Provenance: a randomly generated negative example.
advisedby(person68, person92). % Provenance: a randomly generated negative example.
advisedby(person68, person81). % Provenance: a randomly generated negative example.
advisedby(person68, person253). % Provenance: a randomly generated negative example.
advisedby(person68, person373). % Provenance: a randomly generated negative example.
advisedby(person68, person232). % Provenance: a randomly generated negative example.
advisedby(person68, person287). % Provenance: a randomly generated negative example.
advisedby(person68, person138). % Provenance: a randomly generated negative example.
advisedby(person68, person198). % Provenance: a randomly generated negative example.
advisedby(person68, person36). % Provenance: a randomly generated negative example.
advisedby(person68, person363). % Provenance: a randomly generated negative example.
advisedby(person68, person258). % Provenance: a randomly generated negative example.
advisedby(person68, person119). % Provenance: a randomly generated negative example.
advisedby(person68, person317). % Provenance: a randomly generated negative example.
advisedby(person68, person270). % Provenance: a randomly generated negative example.
advisedby(person68, person397). % Provenance: a randomly generated negative example.
advisedby(person68, person278). % Provenance: a randomly generated negative example.
advisedby(person68, person154). % Provenance: a randomly generated negative example.
advisedby(person68, person144). % Provenance: a randomly generated negative example.
advisedby(person68, person179). % Provenance: a randomly generated negative example.
advisedby(person68, person331). % Provenance: a randomly generated negative example.
advisedby(person68, person116). % Provenance: a randomly generated negative example.
advisedby(person68, person104). % Provenance: a randomly generated negative example.
advisedby(person68, person31). % Provenance: a randomly generated negative example.
advisedby(person68, person288). % Provenance: a randomly generated negative example.
advisedby(person68, person80). % Provenance: a randomly generated negative example.
advisedby(person68, person424). % Provenance: a randomly generated negative example.
advisedby(person68, person51). % Provenance: a randomly generated negative example.
advisedby(person68, person411). % Provenance: a randomly generated negative example.
advisedby(person68, person29). % Provenance: a randomly generated negative example.
advisedby(person68, person125). % Provenance: a randomly generated negative example.
advisedby(person68, person163). % Provenance: a randomly generated negative example.
advisedby(person68, person87). % Provenance: a randomly generated negative example.
advisedby(person68, person213). % Provenance: a randomly generated negative example.
advisedby(person68, person269). % Provenance: a randomly generated negative example.
advisedby(person68, person101). % Provenance: a randomly generated negative example.
advisedby(person68, person212). % Provenance: a randomly generated negative example.
advisedby(person68, person356). % Provenance: a randomly generated negative example.
advisedby(person68, person183). % Provenance: a randomly generated negative example.
advisedby(person68, person111). % Provenance: a randomly generated negative example.
advisedby(person68, person40). % Provenance: a randomly generated negative example.
advisedby(person68, person186). % Provenance: a randomly generated negative example.
advisedby(person68, person393). % Provenance: a randomly generated negative example.
advisedby(person68, person9). % Provenance: a randomly generated negative example.
advisedby(person68, person231). % Provenance: a randomly generated negative example.
advisedby(person68, person62). % Provenance: a randomly generated negative example.
advisedby(person68, person274). % Provenance: a randomly generated negative example.
advisedby(person68, person64). % Provenance: a randomly generated negative example.
advisedby(person68, person226). % Provenance: a randomly generated negative example.
advisedby(person68, person6). % Provenance: a randomly generated negative example.
advisedby(person68, person294). % Provenance: a randomly generated negative example.
advisedby(person68, person237). % Provenance: a randomly generated negative example.
advisedby(person68, person15). % Provenance: a randomly generated negative example.
advisedby(person68, person402). % Provenance: a randomly generated negative example.
advisedby(person68, person422). % Provenance: a randomly generated negative example.
advisedby(person68, person300). % Provenance: a randomly generated negative example.
advisedby(person68, person89). % Provenance: a randomly generated negative example.
advisedby(person68, person182). % Provenance: a randomly generated negative example.
advisedby(person68, person46). % Provenance: a randomly generated negative example.
advisedby(person68, person351). % Provenance: a randomly generated negative example.
advisedby(person68, person280). % Provenance: a randomly generated negative example.
advisedby(person68, person429). % Provenance: a randomly generated negative example.
advisedby(person68, person22). % Provenance: a randomly generated negative example.
advisedby(person68, person205). % Provenance: a randomly generated negative example.
advisedby(person68, person249). % Provenance: a randomly generated negative example.
advisedby(person68, person428). % Provenance: a randomly generated negative example.
advisedby(person68, person419). % Provenance: a randomly generated negative example.
advisedby(person68, person165). % Provenance: a randomly generated negative example.
advisedby(person68, person340). % Provenance: a randomly generated negative example.
advisedby(person68, person335). % Provenance: a randomly generated negative example.
advisedby(person68, person200). % Provenance: a randomly generated negative example.
advisedby(person68, person426). % Provenance: a randomly generated negative example.
advisedby(person68, person321). % Provenance: a randomly generated negative example.
advisedby(person68, person4). % Provenance: a randomly generated negative example.
advisedby(person242, person68). % Provenance: a randomly generated negative example.
advisedby(person242, person242). % Provenance: a randomly generated negative example.
advisedby(person242, person82). % Provenance: a randomly generated negative example.
advisedby(person242, person155). % Provenance: a randomly generated negative example.
advisedby(person242, person306). % Provenance: a randomly generated negative example.
advisedby(person242, person342). % Provenance: a randomly generated negative example.
advisedby(person242, person23). % Provenance: a randomly generated negative example.
advisedby(person242, person96). % Provenance: a randomly generated negative example.
advisedby(person242, person157). % Provenance: a randomly generated negative example.
advisedby(person242, person166). % Provenance: a randomly generated negative example.
advisedby(person242, person129). % Provenance: a randomly generated negative example.
advisedby(person242, person90). % Provenance: a randomly generated negative example.
advisedby(person242, person35). % Provenance: a randomly generated negative example.
advisedby(person242, person84). % Provenance: a randomly generated negative example.
advisedby(person242, person75). % Provenance: a randomly generated negative example.
advisedby(person242, person297). % Provenance: a randomly generated negative example.
advisedby(person242, person77). % Provenance: a randomly generated negative example.
advisedby(person242, person362). % Provenance: a randomly generated negative example.
advisedby(person242, person261). % Provenance: a randomly generated negative example.
advisedby(person242, person218). % Provenance: a randomly generated negative example.
advisedby(person242, person158). % Provenance: a randomly generated negative example.
advisedby(person242, person222). % Provenance: a randomly generated negative example.
advisedby(person242, person416). % Provenance: a randomly generated negative example.
advisedby(person242, person57). % Provenance: a randomly generated negative example.
advisedby(person242, person315). % Provenance: a randomly generated negative example.
advisedby(person242, person368). % Provenance: a randomly generated negative example.
advisedby(person242, person103). % Provenance: a randomly generated negative example.
advisedby(person242, person283). % Provenance: a randomly generated negative example.
advisedby(person242, person124). % Provenance: a randomly generated negative example.
advisedby(person242, person354). % Provenance: a randomly generated negative example.
advisedby(person242, person38). % Provenance: a randomly generated negative example.
advisedby(person242, person187). % Provenance: a randomly generated negative example.
advisedby(person242, person248). % Provenance: a randomly generated negative example.
advisedby(person242, person181). % Provenance: a randomly generated negative example.
advisedby(person242, person326). % Provenance: a randomly generated negative example.
advisedby(person242, person204). % Provenance: a randomly generated negative example.
advisedby(person242, person159). % Provenance: a randomly generated negative example.
advisedby(person242, person175). % Provenance: a randomly generated negative example.
advisedby(person242, person303). % Provenance: a randomly generated negative example.
advisedby(person242, person188). % Provenance: a randomly generated negative example.
advisedby(person242, person126). % Provenance: a randomly generated negative example.
advisedby(person242, person364). % Provenance: a randomly generated negative example.
advisedby(person242, person223). % Provenance: a randomly generated negative example.
advisedby(person242, person350). % Provenance: a randomly generated negative example.
advisedby(person242, person279). % Provenance: a randomly generated negative example.
advisedby(person242, person61). % Provenance: a randomly generated negative example.
advisedby(person242, person327). % Provenance: a randomly generated negative example.
advisedby(person242, person403). % Provenance: a randomly generated negative example.
advisedby(person242, person27). % Provenance: a randomly generated negative example.
advisedby(person242, person207). % Provenance: a randomly generated negative example.
advisedby(person242, person370). % Provenance: a randomly generated negative example.
advisedby(person242, person123). % Provenance: a randomly generated negative example.
advisedby(person242, person410). % Provenance: a randomly generated negative example.
advisedby(person242, person404). % Provenance: a randomly generated negative example.
advisedby(person242, person130). % Provenance: a randomly generated negative example.
advisedby(person242, person167). % Provenance: a randomly generated negative example.
advisedby(person242, person102). % Provenance: a randomly generated negative example.
advisedby(person242, person375). % Provenance: a randomly generated negative example.
advisedby(person242, person358). % Provenance: a randomly generated negative example.
advisedby(person242, person348). % Provenance: a randomly generated negative example.
advisedby(person242, person142). % Provenance: a randomly generated negative example.
advisedby(person242, person431). % Provenance: a randomly generated negative example.
advisedby(person242, person98). % Provenance: a randomly generated negative example.
advisedby(person242, person115). % Provenance: a randomly generated negative example.
advisedby(person242, person113). % Provenance: a randomly generated negative example.
advisedby(person242, person309). % Provenance: a randomly generated negative example.
advisedby(person242, person5). % Provenance: a randomly generated negative example.
advisedby(person242, person322). % Provenance: a randomly generated negative example.
advisedby(person242, person391). % Provenance: a randomly generated negative example.
advisedby(person242, person324). % Provenance: a randomly generated negative example.
advisedby(person242, person394). % Provenance: a randomly generated negative example.
advisedby(person242, person190). % Provenance: a randomly generated negative example.
advisedby(person242, person140). % Provenance: a randomly generated negative example.
advisedby(person242, person383). % Provenance: a randomly generated negative example.
advisedby(person242, person203). % Provenance: a randomly generated negative example.
advisedby(person242, person376). % Provenance: a randomly generated negative example.
advisedby(person242, person217). % Provenance: a randomly generated negative example.
advisedby(person242, person88). % Provenance: a randomly generated negative example.
advisedby(person242, person378). % Provenance: a randomly generated negative example.
advisedby(person242, person427). % Provenance: a randomly generated negative example.
advisedby(person242, person417). % Provenance: a randomly generated negative example.
advisedby(person242, person105). % Provenance: a randomly generated negative example.
advisedby(person242, person76). % Provenance: a randomly generated negative example.
advisedby(person242, person71). % Provenance: a randomly generated negative example.
advisedby(person242, person107). % Provenance: a randomly generated negative example.
advisedby(person242, person52). % Provenance: a randomly generated negative example.
advisedby(person242, person435). % Provenance: a randomly generated negative example.
advisedby(person242, person343). % Provenance: a randomly generated negative example.
advisedby(person242, person214). % Provenance: a randomly generated negative example.
advisedby(person242, person357). % Provenance: a randomly generated negative example.
advisedby(person242, person131). % Provenance: a randomly generated negative example.
advisedby(person242, person19). % Provenance: a randomly generated negative example.
advisedby(person242, person108). % Provenance: a randomly generated negative example.
advisedby(person242, person149). % Provenance: a randomly generated negative example.
advisedby(person242, person191). % Provenance: a randomly generated negative example.
advisedby(person242, person195). % Provenance: a randomly generated negative example.
advisedby(person242, person58). % Provenance: a randomly generated negative example.
advisedby(person242, person100). % Provenance: a randomly generated negative example.
advisedby(person242, person374). % Provenance: a randomly generated negative example.
advisedby(person242, person201). % Provenance: a randomly generated negative example.
advisedby(person242, person206). % Provenance: a randomly generated negative example.
advisedby(person242, person178). % Provenance: a randomly generated negative example.
advisedby(person242, person146). % Provenance: a randomly generated negative example.
advisedby(person242, person41). % Provenance: a randomly generated negative example.
advisedby(person242, person180). % Provenance: a randomly generated negative example.
advisedby(person242, person290). % Provenance: a randomly generated negative example.
advisedby(person242, person99). % Provenance: a randomly generated negative example.
advisedby(person242, person18). % Provenance: a randomly generated negative example.
advisedby(person242, person255). % Provenance: a randomly generated negative example.
advisedby(person242, person328). % Provenance: a randomly generated negative example.
advisedby(person242, person310). % Provenance: a randomly generated negative example.
advisedby(person242, person118). % Provenance: a randomly generated negative example.
advisedby(person242, person235). % Provenance: a randomly generated negative example.
advisedby(person242, person39). % Provenance: a randomly generated negative example.
advisedby(person242, person72). % Provenance: a randomly generated negative example.
advisedby(person242, person398). % Provenance: a randomly generated negative example.
advisedby(person242, person361). % Provenance: a randomly generated negative example.
advisedby(person242, person234). % Provenance: a randomly generated negative example.
advisedby(person242, person390). % Provenance: a randomly generated negative example.
advisedby(person242, person263). % Provenance: a randomly generated negative example.
advisedby(person242, person267). % Provenance: a randomly generated negative example.
advisedby(person242, person325). % Provenance: a randomly generated negative example.
advisedby(person242, person122). % Provenance: a randomly generated negative example.
advisedby(person242, person189). % Provenance: a randomly generated negative example.
advisedby(person242, person277). % Provenance: a randomly generated negative example.
advisedby(person242, person228). % Provenance: a randomly generated negative example.
advisedby(person242, person296). % Provenance: a randomly generated negative example.
advisedby(person242, person67). % Provenance: a randomly generated negative example.
advisedby(person242, person401). % Provenance: a randomly generated negative example.
advisedby(person242, person85). % Provenance: a randomly generated negative example.
advisedby(person242, person172). % Provenance: a randomly generated negative example.
advisedby(person242, person141). % Provenance: a randomly generated negative example.
advisedby(person242, person3). % Provenance: a randomly generated negative example.
advisedby(person242, person298). % Provenance: a randomly generated negative example.
advisedby(person242, person230). % Provenance: a randomly generated negative example.
advisedby(person242, person299). % Provenance: a randomly generated negative example.
advisedby(person242, person241). % Provenance: a randomly generated negative example.
advisedby(person242, person92). % Provenance: a randomly generated negative example.
advisedby(person242, person81). % Provenance: a randomly generated negative example.
advisedby(person242, person253). % Provenance: a randomly generated negative example.
advisedby(person242, person373). % Provenance: a randomly generated negative example.
advisedby(person242, person232). % Provenance: a randomly generated negative example.
advisedby(person242, person287). % Provenance: a randomly generated negative example.
advisedby(person242, person138). % Provenance: a randomly generated negative example.
advisedby(person242, person198). % Provenance: a randomly generated negative example.
advisedby(person242, person36). % Provenance: a randomly generated negative example.
advisedby(person242, person363). % Provenance: a randomly generated negative example.
advisedby(person242, person258). % Provenance: a randomly generated negative example.
advisedby(person242, person119). % Provenance: a randomly generated negative example.
advisedby(person242, person317). % Provenance: a randomly generated negative example.
advisedby(person242, person270). % Provenance: a randomly generated negative example.
advisedby(person242, person397). % Provenance: a randomly generated negative example.
advisedby(person242, person278). % Provenance: a randomly generated negative example.
advisedby(person242, person154). % Provenance: a randomly generated negative example.
advisedby(person242, person144). % Provenance: a randomly generated negative example.
advisedby(person242, person179). % Provenance: a randomly generated negative example.
advisedby(person242, person331). % Provenance: a randomly generated negative example.
advisedby(person242, person116). % Provenance: a randomly generated negative example.
advisedby(person242, person104). % Provenance: a randomly generated negative example.
advisedby(person242, person31). % Provenance: a randomly generated negative example.
advisedby(person242, person288). % Provenance: a randomly generated negative example.
advisedby(person242, person80). % Provenance: a randomly generated negative example.
advisedby(person242, person424). % Provenance: a randomly generated negative example.
advisedby(person242, person51). % Provenance: a randomly generated negative example.
advisedby(person242, person411). % Provenance: a randomly generated negative example.
advisedby(person242, person125). % Provenance: a randomly generated negative example.
advisedby(person242, person163). % Provenance: a randomly generated negative example.
advisedby(person242, person87). % Provenance: a randomly generated negative example.
advisedby(person242, person213). % Provenance: a randomly generated negative example.
advisedby(person242, person269). % Provenance: a randomly generated negative example.
advisedby(person242, person101). % Provenance: a randomly generated negative example.
advisedby(person242, person212). % Provenance: a randomly generated negative example.
advisedby(person242, person356). % Provenance: a randomly generated negative example.
advisedby(person242, person183). % Provenance: a randomly generated negative example.
advisedby(person242, person111). % Provenance: a randomly generated negative example.
advisedby(person242, person40). % Provenance: a randomly generated negative example.
advisedby(person242, person186). % Provenance: a randomly generated negative example.
advisedby(person242, person393). % Provenance: a randomly generated negative example.
advisedby(person242, person9). % Provenance: a randomly generated negative example.
advisedby(person242, person231). % Provenance: a randomly generated negative example.
advisedby(person242, person62). % Provenance: a randomly generated negative example.
advisedby(person242, person274). % Provenance: a randomly generated negative example.
advisedby(person242, person64). % Provenance: a randomly generated negative example.
advisedby(person242, person226). % Provenance: a randomly generated negative example.
advisedby(person242, person6). % Provenance: a randomly generated negative example.
advisedby(person242, person294). % Provenance: a randomly generated negative example.
advisedby(person242, person237). % Provenance: a randomly generated negative example.
advisedby(person242, person15). % Provenance: a randomly generated negative example.
advisedby(person242, person402). % Provenance: a randomly generated negative example.
advisedby(person242, person422). % Provenance: a randomly generated negative example.
advisedby(person242, person300). % Provenance: a randomly generated negative example.
advisedby(person242, person89). % Provenance: a randomly generated negative example.
advisedby(person242, person182). % Provenance: a randomly generated negative example.
advisedby(person242, person46). % Provenance: a randomly generated negative example.
advisedby(person242, person351). % Provenance: a randomly generated negative example.
advisedby(person242, person280). % Provenance: a randomly generated negative example.
advisedby(person242, person429). % Provenance: a randomly generated negative example.
advisedby(person242, person22). % Provenance: a randomly generated negative example.
advisedby(person242, person205). % Provenance: a randomly generated negative example.
advisedby(person242, person249). % Provenance: a randomly generated negative example.
advisedby(person242, person428). % Provenance: a randomly generated negative example.
advisedby(person242, person419). % Provenance: a randomly generated negative example.
advisedby(person242, person340). % Provenance: a randomly generated negative example.
advisedby(person242, person335). % Provenance: a randomly generated negative example.
advisedby(person242, person200). % Provenance: a randomly generated negative example.
advisedby(person242, person426). % Provenance: a randomly generated negative example.
advisedby(person242, person321). % Provenance: a randomly generated negative example.
advisedby(person242, person4). % Provenance: a randomly generated negative example.
advisedby(person82, person68). % Provenance: a randomly generated negative example.
advisedby(person82, person242). % Provenance: a randomly generated negative example.
advisedby(person82, person82). % Provenance: a randomly generated negative example.
advisedby(person82, person155). % Provenance: a randomly generated negative example.
advisedby(person82, person306). % Provenance: a randomly generated negative example.
advisedby(person82, person342). % Provenance: a randomly generated negative example.
advisedby(person82, person23). % Provenance: a randomly generated negative example.
advisedby(person82, person96). % Provenance: a randomly generated negative example.
advisedby(person82, person157). % Provenance: a randomly generated negative example.
advisedby(person82, person166). % Provenance: a randomly generated negative example.
advisedby(person82, person129). % Provenance: a randomly generated negative example.
advisedby(person82, person90). % Provenance: a randomly generated negative example.
advisedby(person82, person35). % Provenance: a randomly generated negative example.
advisedby(person82, person84). % Provenance: a randomly generated negative example.
advisedby(person82, person75). % Provenance: a randomly generated negative example.
advisedby(person82, person297). % Provenance: a randomly generated negative example.
advisedby(person82, person77). % Provenance: a randomly generated negative example.
advisedby(person82, person362). % Provenance: a randomly generated negative example.
advisedby(person82, person261). % Provenance: a randomly generated negative example.
advisedby(person82, person218). % Provenance: a randomly generated negative example.
advisedby(person82, person158). % Provenance: a randomly generated negative example.
advisedby(person82, person222). % Provenance: a randomly generated negative example.
advisedby(person82, person416). % Provenance: a randomly generated negative example.
advisedby(person82, person57). % Provenance: a randomly generated negative example.
advisedby(person82, person315). % Provenance: a randomly generated negative example.
advisedby(person82, person368). % Provenance: a randomly generated negative example.
advisedby(person82, person103). % Provenance: a randomly generated negative example.
advisedby(person82, person283). % Provenance: a randomly generated negative example.
advisedby(person82, person124). % Provenance: a randomly generated negative example.
advisedby(person82, person354). % Provenance: a randomly generated negative example.
advisedby(person82, person38). % Provenance: a randomly generated negative example.
advisedby(person82, person187). % Provenance: a randomly generated negative example.
advisedby(person82, person248). % Provenance: a randomly generated negative example.
advisedby(person82, person181). % Provenance: a randomly generated negative example.
advisedby(person82, person326). % Provenance: a randomly generated negative example.
advisedby(person82, person204). % Provenance: a randomly generated negative example.
advisedby(person82, person159). % Provenance: a randomly generated negative example.
advisedby(person82, person175). % Provenance: a randomly generated negative example.
advisedby(person82, person303). % Provenance: a randomly generated negative example.
advisedby(person82, person188). % Provenance: a randomly generated negative example.
advisedby(person82, person126). % Provenance: a randomly generated negative example.
advisedby(person82, person364). % Provenance: a randomly generated negative example.
advisedby(person82, person223). % Provenance: a randomly generated negative example.
advisedby(person82, person350). % Provenance: a randomly generated negative example.
advisedby(person82, person279). % Provenance: a randomly generated negative example.
advisedby(person82, person61). % Provenance: a randomly generated negative example.
advisedby(person82, person327). % Provenance: a randomly generated negative example.
advisedby(person82, person403). % Provenance: a randomly generated negative example.
advisedby(person82, person27). % Provenance: a randomly generated negative example.
advisedby(person82, person207). % Provenance: a randomly generated negative example.
advisedby(person82, person370). % Provenance: a randomly generated negative example.
advisedby(person82, person123). % Provenance: a randomly generated negative example.
advisedby(person82, person410). % Provenance: a randomly generated negative example.
advisedby(person82, person404). % Provenance: a randomly generated negative example.
advisedby(person82, person130). % Provenance: a randomly generated negative example.
advisedby(person82, person167). % Provenance: a randomly generated negative example.
advisedby(person82, person102). % Provenance: a randomly generated negative example.
advisedby(person82, person375). % Provenance: a randomly generated negative example.
advisedby(person82, person358). % Provenance: a randomly generated negative example.
advisedby(person82, person348). % Provenance: a randomly generated negative example.
advisedby(person82, person142). % Provenance: a randomly generated negative example.
advisedby(person82, person431). % Provenance: a randomly generated negative example.
advisedby(person82, person98). % Provenance: a randomly generated negative example.
advisedby(person82, person115). % Provenance: a randomly generated negative example.
advisedby(person82, person113). % Provenance: a randomly generated negative example.
advisedby(person82, person309). % Provenance: a randomly generated negative example.
advisedby(person82, person5). % Provenance: a randomly generated negative example.
advisedby(person82, person322). % Provenance: a randomly generated negative example.
advisedby(person82, person391). % Provenance: a randomly generated negative example.
advisedby(person82, person324). % Provenance: a randomly generated negative example.
advisedby(person82, person394). % Provenance: a randomly generated negative example.
advisedby(person82, person190). % Provenance: a randomly generated negative example.
advisedby(person82, person140). % Provenance: a randomly generated negative example.
advisedby(person82, person383). % Provenance: a randomly generated negative example.
advisedby(person82, person203). % Provenance: a randomly generated negative example.
advisedby(person82, person376). % Provenance: a randomly generated negative example.
advisedby(person82, person217). % Provenance: a randomly generated negative example.
advisedby(person82, person88). % Provenance: a randomly generated negative example.
advisedby(person82, person378). % Provenance: a randomly generated negative example.
advisedby(person82, person427). % Provenance: a randomly generated negative example.
advisedby(person82, person417). % Provenance: a randomly generated negative example.
advisedby(person82, person105). % Provenance: a randomly generated negative example.
